Ab. Y Paleteria La Chaparrita,1,4.0,N/A,23.6345012367459,-102.552784122527,Taylor Lake Village,TX 
Sweet Frog Premium Frozen Yogurt,5,4.0,$,33.7604981064543,-78.9678804613619,Myrtle Beach,SC
Cold Stone Creamery,7,2.0,$$,33.669039,-78.938598,Myrtle Beach,SC
Yummy Yogurt,1,5.0,$,33.677163425997,-78.9015171045553,Myrtle Beach,SC
Friendly's,63,2.5,$,33.680378,-78.893321,Myrtle Beach,SC
McConnell's Fine Ice Creams,778,4.5,$$,34.419498,-119.698707,Santa Barbara,CA
McConnells Fine Ice Creams,252,4.5,$,34.26766,-119.2507572,Ventura,CA
Buttercups Cool Treats,110,4.5,$,34.1897924157638,-119.223264657424,Oxnard,CA
Mission Street Ice Cream and Yogurt,680,4.5,$,34.4283866882324,-119.716781616211,Santa Barbara,CA
The Lovin Spoonful,37,5.0,$,34.4024970385522,-119.724131008063,Santa Barbara,CA
Rori's Artisanal Creamery,173,4.5,$$,34.4220096,-119.651277,Santa Barbara,CA
Surf N' Yogurt,52,4.5,$,34.26387,-119.27206,Ventura,CA
Bliss Frozen Yogurt,42,4.5,$,34.44773,-119.24217,Ojai,CA
La Frutileta Michoacana,12,5.0,$,34.2873877279382,-119.298807741351,Ventura,CA
Rori's Artisanal Creamery,158,4.5,$$,34.4235962,-119.7066283,Santa Barbara,CA
Harbor Mart,74,4.5,$,34.1738576,-119.230929,Oxnard,CA
Rockin' Yogurt,122,4.5,$,34.4183311,-119.6973777,Santa Barbara,CA
Ojai Ice Cream,75,3.5,$,34.4479248,-119.2455156,Ojai,CA
IV Drip,114,4.0,$,34.4129267,-119.8555249,Isla Vista,CA
Sweet Alley,44,4.0,$,34.41199,-119.85745,Goleta,CA
Rainbow Ice Cream & Yogurt Parlor,23,3.5,$,34.39746,-119.52062,Carpinteria,CA
Coastal Cone,86,4.0,$,34.2412794785747,-119.264640562751,Ventura,CA
YoYumYum Frozen Yogurt,27,3.5,$,34.3957331031561,-119.514117389917,Carpinteria,CA
Yogurtland,30,4.5,$,34.4416073463929,-119.828656962407,Goleta,CA
Gelato n More,126,4.0,$$,34.4243499,-119.70476,Santa Barbara,CA
Yogurtland,114,4.0,$,34.4182011,-119.6975905,Santa Barbara,CA
U Yogurt,50,4.5,$,34.2648851,-119.214569,Ventura,CA
Here's the Scoop,79,3.5,$$,34.42067,-119.64497,Montecito,CA
Menchie's Frozen Yogurt,14,4.5,$,34.2769250490443,-119.213603118952,Ventura,CA
Yogurtland,32,4.0,$,34.26296,-119.22565,Ventura,CA
Fosters Freeze,36,2.5,$,34.3969573974609,-119.516418457031,Carpinteria,CA
Rori's,2,5.0,N/A,34.4038098176435,-119.533974453807,Carpinteria,CA
Mesa Burger,178,4.0,$$,34.4007984,-119.7226708,Santa Barbara,CA
Fosters Freeze,80,3.5,$,34.27481,-119.23845,Ventura,CA
Pinkberry,89,3.5,$,34.4196932762861,-119.69938762486,Santa Barbara,CA
Ex Voto Chocolates and Confections,23,5.0,$$,34.2740733,-119.2608793,Ventura,CA
Surf'N Yogurt,17,4.0,$,34.2800126425526,-119.191773098002,Ventura,CA
Baskin-Robbins,30,3.5,$,34.2722116,-119.2574766,Ventura,CA
Cold Stone Creamery,39,3.0,$,34.2478394909774,-119.195332294822,Ventura,CA
Wild Cherry Frozen Yogurt,35,3.5,$,34.2759475708008,-119.225433349609,Ventura,CA
Great Pacific Ice Cream,83,2.5,$$,34.4099769741297,-119.685718417168,Santa Barbara,CA
Dippin' Dots,28,4.0,$,34.2775192260742,-119.212936401367,Ventura,CA
Pressed Juicery,55,4.5,$$,34.4189924525003,-119.700056500664,Santa Barbara,CA
Kona Ice of Santa Barbara,3,5.0,$$$$,34.42521,-119.86964,Goleta,CA
Ben & Jerry's,33,2.0,$,34.2810091,-119.2927378,Ventura,CA
Cold Stone Creamery,41,2.5,$$$,34.4170216,-119.6956167,Santa Barbara,CA
Ben & Jerry's,3,4.0,$$,34.26728,-119.24891,Ventura,CA
Baskin Robbins,16,3.0,$,34.4402771,-119.7406464,Santa Barbara,CA
Baskin-Robbins,13,2.5,$,34.2621927,-119.2120591,Ventura,CA
Baskin-Robbins,14,2.5,$,34.1972700621497,-119.195198698569,Oxnard,CA
Cold Stone Creamery,22,2.5,$$,34.4414131,-119.8246334,Goleta,CA
Panaderia Oaxaqueña La Soledad,6,2.5,$,34.4400851047916,-119.761541380673,Santa Barbara,CA
Antojitoz Cafe,3,5.0,$,34.2099224,-119.1944351,Oxnard,CA
Dairy Queen,15,3.0,$,34.1763193515124,-119.213783807686,Port Hueneme,CA
Kona Ice Ventura,2,5.0,$$,34.2659,-119.258366,Ventura,CA
Paradis Sherman Oaks,49,5.0,$,34.15069,-118.44921,Los Angeles,CA
Wanderlust Creamery,840,4.5,$$,34.1689650714397,-118.536468297243,Tarzana,CA
Salt & Straw,337,4.5,$$,34.1431005,-118.3978599,Los Angeles,CA
Quenelle,704,4.5,$,34.172593,-118.332182,Burbank,CA
Salt & Straw,756,4.5,$$,33.9908395,-118.4662152,Los Angeles,CA
Salt & Straw,1775,4.5,$$,34.075825,-118.3235051,Los Angeles,CA
Saffron & Rose Ice Cream,1651,4.5,$,34.0553693,-118.441979,Los Angeles,CA
Helados POPS Ice Cream,305,5.0,$,34.28729,-118.4353,San Fernando,CA
Kiddos Creamery,211,5.0,$,34.1581416868816,-118.263357490442,Glendale,CA
Sonny's Amazing Italian Ices & Cremes,211,5.0,$,34.15253,-118.46078,Los Angeles,CA
Jeni's Splendid Ice Creams,57,4.5,$$,34.153047,-118.6454962,Calabasas,CA
Dahlicious Creamery,153,4.5,$$,33.8074485,-118.3576287,Torrance,CA
Sweet Rose Creamery,142,4.5,$$,34.149644,-118.379313,Los Angeles,CA
McConnell's Fine Ice Creams,189,4.5,$$,34.1449236,-118.3949906,Los Angeles,CA
Magpies Softserve,127,4.5,$,34.1726149,-118.546826,Los Angeles,CA
Rori's Artisanal Creamery,193,4.5,$$,34.0286446,-118.4993535,Santa Monica,CA
Flavors Creamery,81,5.0,$,34.1463983536718,-118.254530581403,Glendale,CA
Wanderlust Creamery,355,4.5,$$,34.1166106,-118.2619737,Los Angeles,CA
Local Ice,268,4.5,$,34.1459557999737,-118.411159818455,Studio City,CA
Magpies Softserve,293,4.5,$,34.1068633394147,-118.271928675245,Los Angeles,CA
Gresescent Ice Cream,327,4.5,$$,34.0443898737431,-118.25750850141,Los Angeles,CA
Salt & Straw,165,4.5,$$,34.0841490350359,-118.385580910266,West Hollywood,CA
Scoops,2215,4.5,$,34.083905,-118.2948151,Los Angeles,CA
Carmela Ice Cream,688,4.5,$$,34.0715865,-118.3622255,Los Angeles,CA
Mashti Malone's Ice Cream,1040,4.5,$,34.0987775538828,-118.344566652721,Los Angeles,CA
Slusheeland,244,4.5,$,34.1799458,-118.3705357,North Hollywood,CA
Drips & Swirls,327,4.5,$,34.05757,-118.29377,Los Angeles,CA
JAMZ Creamery,140,4.5,$,33.9619049,-118.3528045,Inglewood,CA
La Michoacana All Natural Ice Cream,177,4.5,$,34.20143,-118.53686,Los Angeles,CA
Diddy Riese Cookies,4706,4.5,$,34.0631288784817,-118.446878719117,Los Angeles,CA
Treats Frozen Yogurt & Dessert Bar,226,4.5,$,34.0123634338379,-118.466430664063,Santa Monica,CA
SomiSomi,1005,4.0,$,34.062880635935,-118.309975725759,Los Angeles,CA
The Baked Bear,115,4.0,$,34.2042758780091,-118.199472104369,La Cañada Flintridge,CA
Malibu Yogurt & Ice Cream,138,3.5,$,34.0344098217328,-118.693705424666,Malibu,CA
La Michoacana Ice Cream Parlor,253,4.5,$,34.2822539097003,-118.452820916758,San Fernando,CA
Jeni's Splendid Ice Creams,619,4.5,$$,34.10701,-118.28717,Los Angeles,CA
Salt & Straw,412,4.5,$$,34.0459207445383,-118.235575407743,Los Angeles,CA
The Coolhaus Shop,836,4.0,$,34.0302095984202,-118.381282072168,Culver City,CA
Milk,5483,4.0,$$,34.076026,-118.348537,Los Angeles,CA
Frog Frozen Yogurt,337,4.5,$,34.0996208027101,-118.329159021378,Los Angeles,CA
Stickhouse - Santa Monica,310,4.0,$,34.014176787835,-118.494929926984,Santa Monica,CA
Owl's,400,4.5,$,34.275155,-118.564441,Porter Ranch,CA
Milk,569,4.0,$$,34.0890402394026,-118.268925043946,Los Angeles,CA
Scoops,324,4.5,$,34.121133,-118.20433,Los Angeles,CA
Sweet Rose Creamery,1020,4.0,$$,34.0473775554415,-118.490473615344,Los Angeles,CA
Tifa Chocolate & Gelato,335,5.0,$$,34.1448527,-118.7545433,Agoura Hills,CA
Enjoyer - Vegan Ice Cream,102,5.0,$,34.1443847,-118.2587378,Glendale,CA
Paradis,388,4.5,$$,34.2061599,-118.22894,Montrose,CA
Gingers Divine Ice Creams,178,4.5,$$,33.99649,-118.43126,Los Angeles,CA
Bengees Ice Cream,399,4.0,$,34.14115,-118.13174,Pasadena,CA
à la minute,890,4.5,$$,34.055743,-117.181877,Redlands,CA
Cedar Glen Malt Shop,224,4.0,$,34.2538,-117.16779,Cedar Glen,CA
Slickables,149,4.0,$,33.97611,-117.33816,Riverside,CA
Mimi's Donuts & Ice Cream,194,4.5,$,34.1632419445524,-117.334273225883,San Bernardino,CA
Hot Shots Coffeehouse,258,4.5,$,34.246641,-117.2098007,Blue Jay,CA
CREAM,177,4.0,$,34.0745908,-117.5471956,Ontario,CA
Afters Ice Cream,148,4.0,$,33.9761456127801,-117.337462833187,Riverside,CA
Handel's Homemade Ice Cream & Yogurt,310,4.5,$,34.1371803,-117.5742569,Rancho Cucamonga,CA
Michoacana Colton,33,4.5,$,34.0517899527592,-117.30797868222,Colton,CA
Toi Moi,227,4.5,$,33.914875,-117.460173,Riverside,CA
Yogurtland,52,4.5,$,34.0608195,-117.1827319,Redlands,CA
La Michoacana Ice Cream,167,4.0,$,33.97415,-117.34865,Riverside,CA
La Michoacana 100% Natural,57,5.0,$,33.9293550341494,-116.972364759555,Beaumont,CA
Yogurtland,43,4.5,$,34.1665675589553,-117.331838607788,San Bernardino,CA
Great Shakes,112,4.5,$,33.9563951,-117.3897273,Riverside,CA
Theron's Frozen Custard,163,4.0,$,34.0508965948038,-117.217145222119,Redlands,CA
Fresh Helados,44,4.5,$,33.93036,-117.22683,Moreno Valley,CA
Sweet Treats,20,4.5,$,34.0046844482422,-117.049369812012,Yucaipa,CA
Frostbites Frozen Delights,744,4.5,$,33.9126033550056,-117.46322866419,Riverside,CA
N7 Creamery,518,4.0,$$,34.110417,-117.5312857,Rancho Cucamonga,CA
Menchies Frozen Yogurt,28,4.5,$,33.9364,-117.18694,Moreno Valley,CA
13 Ice Cream,101,4.0,$,34.0990563,-117.4264361,Fontana,CA
La Dulce Michoacana,22,4.5,$,34.105890220436,-117.434454697291,Fontana,CA
Major Brain Freeze Yogurt,23,4.5,$,34.07134,-117.1402,Redlands,CA
Creamistry,228,3.5,$$,34.10566,-117.54608,Rancho Cucamonga,CA
Menchie's Frozen Yogurt,57,4.5,$,34.1384916591744,-117.440400361418,Fontana,CA
The Classic Malt Shoppe,46,3.5,$,34.2375121730821,-117.080778751343,Green Valley Lake,CA
La Michoacana Ice Cream Parlor,96,3.5,$,34.0752873,-117.3140028,Colton,CA
Berries Frozen Yogurt,150,4.5,$,34.1207975,-117.5364393,Rancho Cucamonga,CA
La Michoacana Redlands,22,4.5,$,34.0635511989375,-117.205345720524,Redlands,CA
Chillz Frozen Yogurt,13,4.5,$$,33.9150911274317,-117.328349942836,Riverside,CA
Chillz Frozen Yogurt,80,4.5,$,34.0341784,-117.313873,Grand Terrace,CA
Menchie's Frozen Yogurt,80,4.5,$,34.4262790863568,-117.385793432895,Hesperia,CA
Cherry Chill,44,4.5,$,34.0284385681152,-117.612297058105,Ontario,CA
La Michoacana Handmade Ice Cream,39,4.0,$,34.06427,-117.22559,Redlands,CA
Crepe N Berry,186,4.5,$,34.135075,-117.555547,Rancho Cucamonga,CA
Sweet Frog Premium Frozen Yogurt,81,4.5,$,34.507183,-117.397211,Victorville,CA
Snow Station,138,4.0,$,33.97649,-117.55151,Eastvale,CA
La Michoacana,22,5.0,$$,34.0764795328673,-117.389906824439,Bloomington,CA
Creamistry,205,4.0,$$,33.84835,-117.53988,Corona,CA
Village Ice Cream & Sweet Shoppe,20,3.0,$$,34.2665786743164,-117.195671081543,Lake Arrowhead,CA
Sweet Frog Premium Frozen Yogurt,64,4.0,$,33.957031,-117.330036,Riverside,CA
United Paleteria Y Neveria,33,4.0,$,34.1340584738197,-117.242674423736,San Bernardino,CA
Yogurtlicious,82,3.5,$,34.04739,-117.24057,Loma Linda,CA
La Flor de Michoacan,68,5.0,$,33.87924,-117.59441,Corona,CA
La Natural Michoacana,15,4.5,$,34.0987995688739,-117.440804690123,Fontana,CA
Yogurtland,17,4.5,$,34.4265151,-117.3722019,Hesperia,CA
Major Brain Freeze Yogurt,21,4.0,$,34.1347493359478,-117.369231315166,Rialto,CA
El Arco De Michoacán,55,4.5,$,33.94701,-117.26205,Moreno Valley,CA
Nubi Yogurt,80,4.0,$,34.070696429226,-117.20957859343,Redlands,CA
Fosters Freeze,72,4.0,$,34.1497993469238,-116.055847167969,Twentynine Palms,CA
Lappert's Ice Cream,118,4.5,$,33.76249,-116.2995,Palm Desert,CA
La Michoacana Ice Cream Parlor,67,4.5,$,33.8446685671806,-116.475927606225,Cathedral City,CA
Beach House Yogurt,186,4.5,$,33.727275,-116.402734,Palm Desert,CA
Swirlyz Frozen Yogurt,31,5.0,$,33.7212197,-116.3950795,Palm Desert,CA
Brandini Toffee,74,4.5,$$,33.738943,-116.406298,Rancho Mirage,CA
Coco Freeze Ice Cream Shop,55,4.0,$,33.7305880931638,-116.243100502223,Indio,CA
Yogurtland,33,4.0,$,33.7410252771415,-116.215647042478,Indio,CA
Lique Ice Cream Parlor,26,3.5,$,33.7217874,-116.1943388,Indio,CA
Paty's Ice Cream,22,4.0,$,33.7144814,-116.226059,Indio,CA
Yogurtland,18,3.5,$,33.7084123530771,-116.283942200032,La Quinta,CA
Baskin-Robbins,15,3.5,$$,33.820484,-116.458606,Cathedral City,CA
Bahama Mama's Frozen Yogurt,40,3.5,$,33.7908822577535,-116.48628505304,Cathedral City,CA
Tutti Frutti,28,3.5,$,33.70681,-116.27147,La Quinta,CA
Azusena's Raspados Y Ice Cream,23,3.5,$,33.816257,-116.46804,Cathedral City,CA
Aqua Pura,4,5.0,$,33.7077642966476,-116.240113824606,Indio,CA
Cold Stone Creamery,30,3.0,$$,33.7118911743164,-116.291358947754,La Quinta,CA
Mangos,2,4.5,$,33.8137283325195,-116.459190368652,Cathedral City,CA
Dairy Queen,35,2.5,$,33.744834,-116.303176,Bermuda Dunes,CA
Dairy Queen,32,2.5,$,33.8452355,-116.4573112,Cathedral City,CA
Cafe Biscotti,7,3.5,$$,33.724474,-116.329402,Indian Wells,CA
E & E Pels Enterprises,2,5.0,$,33.7842330932617,-116.467163085938,Cathedral City,CA
Tutti Frutti Frozen Yogurt,16,3.0,$,33.721606,-116.391613,Palm Desert,CA
Bette's Ice Scream,4,2.5,$,33.713887,-116.230574,Indio,CA
Sonic Drive-In,28,1.5,$,33.74018,-116.26451,Indio,CA
Yummi Yogurt,1,1.0,$$$,33.7382566183805,-116.408120021224,Rancho Mirage,CA
Chaparral Homemade Ice Cream,64,4.5,$,33.9718306582237,-112.722581455234,Wickenburg,AZ
Frannie's,37,4.5,$,34.5419376343489,-112.468900457025,Prescott,AZ
Sundance Pizza and Tastee Freeze,32,4.0,$,33.97188,-112.72212,Wickenburg,AZ
Marino's Mob Burgers and Ice Cream,136,4.5,$$,34.5412873607332,-112.468534335494,Prescott,AZ
Treat Center On Courthouse Square,35,4.0,$,34.54041,-112.47057,Prescott,AZ
Dairy Queen,5,2.5,$$,34.0029907,-112.7726822,Wickenburg,AZ
Hassayampa Ice Cream,1,5.0,$$,33.96856,-112.72961,Wickenburg,AZ
Yogartz,22,3.5,$,34.54573,-112.46869,Prescott,AZ
Baskin-Robbins,4,2.0,$$,34.56036,-112.48468,Prescott,AZ
Sonic Drive-In of Prescott,9,2.0,$,34.5564422607422,-112.472122192383,Prescott,AZ
Scoops Ice Cream & Espresso,45,4.5,$,34.2310850322247,-111.328454688191,Payson,AZ
Pine Creek Fudge Ice Cream & Espresso,25,5.0,$,34.3844739,-111.4551407,Pine,AZ
Gingerbread House,15,3.0,$,34.3895514673386,-111.45486448998,Pine,AZ
Cherry On Top,53,3.5,$,33.7794173,-111.9256451,Scottsdale,AZ
Happy Bowls,12,4.5,$$,33.7007347,-111.9251751,Scottsdale,AZ
Dairy Queen,18,3.0,$,33.8332534,-111.9396526,Cave Creek,AZ
Ice Cream Love AZ,1,5.0,$,33.4477424621582,-112.134567260742,Phoenix,AZ
Joyful Delights,3,5.0,$,33.464485168457,-111.915924072266,Scottsdale,AZ
Shanny's Frozen Bananas,1,5.0,N/A,33.5094540490361,-112.075545911162,Phoenix,AZ
Leo's Ice Cream,3,5.0,N/A,33.4997215270996,-111.982177734375,Phoenix,AZ
Dairy Queen,10,2.5,$,34.4373588562012,-110.629379272461,Heber,AZ
Twinnie's Coffee Wine Ice Cream,2,3.5,$,34.3900778,-110.5377274,Overgaard,AZ
Dairy Queen,3,2.5,$$,34.117816016078,-109.291489943862,Eagar,AZ
Dairy Queen,5,1.0,N/A,34.18362,-101.7182,Plainview,TX
Dairy Queen,1,4.0,$,33.9785346984863,-101.340805053711,Floydada,TX
The Scoop on the Square,4,5.0,$,34.1535301,-99.2831573,Vernon,TX
Braum's Ice Cream & Dairy Stores,15,3.5,$,34.1616144776344,-99.3144408613443,Vernon,TX
Cold Front Express,2,5.0,$,34.3898643,-99.0171649,Frederick,OK
Ron's Ice Cream & Deli,1,5.0,N/A,34.49236,-97.96503,Duncan,OK
Braum's Ice Cream & Dairy Stores,9,3.5,$,34.5271301269531,-97.9662017822266,Duncan,OK
Dairy Queen,9,2.0,$,33.815282,-98.185394,Henrietta,TX
Dairy Queen,5,3.0,$,33.7878855317831,-97.7232894301414,Nocona,TX
Braum's Ice Cream & Dairy Stores,5,4.5,$,34.177173614502,-97.1426315307617,Ardmore,OK
Braum's Ice Cream & Dairy Stores,9,3.5,$,34.18658,-97.1651399,Ardmore,OK
Braum's Ice Cream & Dairy Stores,5,2.5,$,34.08059,-96.76452,Madill,OK
Braum's Ice Cream & Dairy Stores,9,4.0,$,33.76355,-96.58374,Denison,TX
Hickr'y House,5,3.5,$$,33.9404241489687,-97.1286399302717,Marietta,OK
Braum's Ice Cream & Dairy Stores,4,1.5,$,34.50679,-96.98716,Sulphur,OK
NYC Burgers & Dogs,16,3.0,$,33.7618151,-97.1326916,Thackerville,OK
Dairy Queen,3,4.5,$,33.7618151,-97.1326916,Thackerville,OK
Sonic Drive In,2,3.0,N/A,33.7484015005753,-97.1354109048844,Thackerville,OK
Sonic,2,2.5,$,33.763416,-96.666756,Pottsboro,TX
Sonic,2,1.0,$,33.762268,-96.58699,Denison,TX
Braum's Ice Cream and Dairy Stores,1,2.0,$,34.0107741,-95.5060454,Hugo,OK
Northside,2,5.0,$,34.1509359174024,-94.7507195920341,Broken Bow,OK
Okie Girls Coffee and Ice Cream,5,5.0,$,34.073578,-94.8444557,Hochatown,OK
Braum's Ice Cream & Dairy Stores,1,5.0,$,33.89599,-94.81866,Idabel,OK
The Huckleberry Cafe,1,5.0,N/A,34.02823,-94.73747,Broken Bow,OK
Kimberlite Café,5,4.0,N/A,34.0343695759463,-93.6706650209119,Murfreesboro,AR
3 Flamingos Yogurt,1,4.0,N/A,34.4426599,-93.19738,Pearcy,AR
Dairy Queen,2,3.0,$,34.2579280532654,-92.0953495570076,White Hall,AR
Yellow Jacket Drive-Inn,3,3.0,N/A,34.30698,-92.39939,Sheridan,AR
Huddle House of White Hall,7,1.5,$,34.2578048706055,-92.0947113037109,White Hall,AR
Baskin-Robbins,1,3.0,$,34.30702,-92.39879,Sheridan,AR
Waterwheel Homemade Ice cream and Smokin'Grill,20,4.0,$$,33.7850447029542,-89.8336867917929,Grenada,MS
Spencer's Dairy Kream,21,4.5,$,33.768976,-89.807032,Grenada,MS
Gas Mart,2,5.0,$,33.7643381649789,-89.9762109803591,Holcomb,MS
Bumpers Drive In,1,5.0,$,34.2457408861908,-90.2765732721655,Marks,MS
Bumper's Drive-in,1,3.0,N/A,34.007473,-90.050322,Charleston,MS
Sweet Frog Premium Frozen Yogurt,3,5.0,N/A,34.4934096196296,-89.0082531595252,New Albany,MS
Baskin-Robbins Ice Cream & Frozen Yogurt,3,3.5,$,34.3145637512207,-88.7062377929688,Tupelo,MS
Bop's Frozen Custard,1,4.0,$,34.306583,-88.705254,Tupelo,MS
Extreme Yogurt,2,1.0,$$,34.2871360778809,-88.6712417602539,Tupelo,MS
Baskin-Robbins Ice Cream & Frozen Yogurt,2,2.0,$$,34.256965637207,-88.7193832397461,Tupelo,MS
La Michoacana Paleteria,1,4.0,$,34.507724602401,-89.0322810005625,New Albany,MS
Yummy Yogurt,1,2.0,$$,34.2566256970167,-88.7202671170235,Tupelo,MS
Turner Dairy,1,1.0,N/A,34.2358734,-88.6844468,Tupelo,MS
Yogurt Street,1,5.0,N/A,34.1499546,-86.8392939,Cullman,AL
32 Degrees Yogurt Bar,1,4.0,N/A,34.1743169370101,-86.8445205688477,Cullman,AL
Zen Beri Frozen Yogurt Bar,6,4.0,$,34.55881,-86.96915,Decatur,AL
Dairy Queen,1,3.0,N/A,34.07546,-86.7800199,Hanceville,AL
Dairy Queen,1,1.0,N/A,34.1802486,-86.846761,Cullman,AL
Frosty Cow,2,2.5,N/A,33.805169,-86.815133,Warrior,AL
Dairy Queen,1,3.0,$$$$,34.42492,-86.92813,Hartselle,AL
Dairy Queen,8,3.5,$,34.53727,-86.91257,Decatur,AL
Orange Leaf Frozen Yogurt,3,2.5,$$$,34.5643554,-86.97351,Decatur,AL
Sonic Drive-In,1,3.0,N/A,34.4525719,-86.9465637,Hartselle,AL
The Boarder Mexican Restaurant,10,4.5,$$,34.0244345580875,-85.2486604315168,Cedartown,GA
Dairy Queen,4,4.5,$,34.4367216634802,-85.7450902281617,Fort Payne,AL
Bruster's Real Ice Cream,1,5.0,$,34.26937,-85.21781,Rome,GA
Dairy Queen,1,3.0,N/A,34.0232,-85.25027,Cedartown,GA
Huddle House Restaurant,6,2.0,$$,34.014682,-85.253829,Cedartown,GA
Dairy Queen,1,1.0,$,33.8171899,-85.7607,Jacksonville,AL
Four Fat Cows,42,4.5,$,34.0772361,-84.29463,Alpharetta,GA
Mr Tino's Ice Cream,14,5.0,$$,34.03145,-84.34131,Roswell,GA
Cremefina Ice Cream Parlour,23,4.0,$,34.06849,-84.52081,Marietta,GA
Thai Style Ice Cream,40,4.5,$,34.0132535423687,-84.549486413598,Marietta,GA
LoriBell's Frozen Custard,100,5.0,$,34.032741578293,-84.671664426662,Kennesaw,GA
Sugar Shack in the Back,87,4.0,$,34.0282756763175,-84.3612092588955,Roswell,GA
Butter & Cream,14,5.0,$,34.02438,-84.36246,Roswell,GA
IC Hot,33,4.5,$,34.055606842041,-84.5542068481445,Kennesaw,GA
Frozen Cow Creamery,96,4.0,$$,34.0234339352475,-84.613272560638,Kennesaw,GA
Jeni's Splendid Ice Creams,37,4.5,$$,34.0709349,-84.2785664,Alpharetta,GA
8 Fahrenheit Ice Cream,290,4.0,$,33.8913413814164,-84.2856516342462,Atlanta,GA
Southern Custard,53,5.0,$$,33.8919221360928,-84.3228954076767,Brookhaven,GA
Snowy Rolls Ice Cream,35,4.0,$,34.01916,-84.19106,Johns Creek,GA
Where's The Scoop?,17,4.5,$$,34.0220696,-84.2697012,Johns Creek,GA
Morelli's Gourmet Ice Cream & Desserts,83,4.0,$$,33.922388,-84.314364,Dunwoody,GA
Sweetreats,77,4.0,$,33.95201,-84.54921,Marietta,GA
Mr Roll Ice Cream,8,5.0,$,34.01612,-84.5557,Marietta,GA
Uncle Renzs Popcorn,21,5.0,$$,34.081969,-84.357869,Alpharetta,GA
Butter and Cream,251,4.5,$,33.775098627557,-84.2949960223633,Decatur,GA
Zero C Frozen Yogurt,71,4.5,$,33.9574902266736,-84.1369838787617,Duluth,GA
Jeni's Splendid Ice Creams,553,4.5,$$,33.7868764460363,-84.412201855156,Atlanta,GA
Zoyo Neighborhood Yogurt,26,4.5,$,34.04948,-84.61108,Kennesaw,GA
I.CE.NY Atlanta,134,4.5,$,33.8935886380884,-84.2833475768566,Doraville,GA
8 Degree Fahrenheit,74,4.0,$,33.9598482586587,-84.1363246366382,Duluth,GA
Frosty Caboose,133,4.5,$,33.8931999206543,-84.2996826171875,Chamblee,GA
Daddy O'Brien's Irish Ice Cream Pub,58,4.5,$$,34.1203946,-84.0765916,Sugar Hill,GA
Paleteria Michoacana Ice Cream Shop,30,4.5,$,33.95129,-84.5307,Marietta,GA
Menchie's Frozen Yogurt,18,4.0,$,34.0958671,-84.2793095,Alpharetta,GA
Ice Cream Social,31,4.5,$,34.1657074,-84.1777157,Cumming,GA
Snow Mountain,122,4.0,$,34.0445791452907,-84.1771773751558,Duluth,GA
Kremo Ice Cream,120,4.0,$,33.960796807248,-84.1339042558387,Duluth,GA
Perk-N-Pooch,89,4.5,$$,33.93801596613,-84.3809889801788,Sandy Springs,GA
Roll It Up Ice Cream,73,4.5,$$,33.89351,-84.2843,Atlanta,GA
Sweet Charlie's,22,4.0,$$,33.86088,-84.38093,Atlanta,GA
Pinkberry,142,4.0,$,33.881414575278,-84.4625524172808,Atlanta,GA
Yogli Mogli,29,4.5,$,33.96047,-84.30105,Atlanta,GA
Cold Stone Creamery,25,4.0,$,34.013112,-84.571751,Kennesaw,GA
Kremo Ice Cream,17,3.5,$$,34.0710482812602,-84.2750242842791,Alpharetta,GA
The Chill Hill,14,4.0,$,34.183069,-84.219287,Cumming,GA
Yogli Mogli Frozen Yogurt,30,4.0,$,33.9790839868003,-84.4232843426056,Marietta,GA
Yogli Mogli Frozen Yogurt,20,4.0,$,34.0379507014347,-84.4638621782959,Marietta,GA
Lolli Bop Sweet Shop,32,4.5,$,33.85984,-84.48038,Atlanta,GA
Buttermilk Sky Pie Shop,92,4.0,$$,33.8805095851421,-84.3798440694809,Sandy Springs,GA
Suga and Ice,22,4.5,$,34.02282,-84.15747,Duluth,GA
Boba Mocha,301,4.5,$,33.9711708777899,-84.1478902172178,Duluth,GA
Bahama Buck's,42,4.0,$,34.06742,-84.42712,Roswell,GA
Strawberry Fields Market & Ice Ice Baby SnoBalls,4,5.0,N/A,34.03164,-84.36067,Roswell,GA
